date,product_id,origin_country,tariff_rate
03-06-2025,P0139,Indonesia,16
10-06-2025,P0139,Indonesia,16
17-06-2025,P0139,Indonesia,17
24-06-2025,P0139,Indonesia,17
20-05-2025,P0140,India,17
27-05-2025,P0140,India,16
03-06-2025,P0140,India,13
10-06-2025,P0140,India,14
17-06-2025,P0140,India,14
24-06-2025,P0140,India,13
20-05-2025,P0141,USA,21
27-05-2025,P0141,USA,18
03-06-2025,P0141,USA,20
10-06-2025,P0141,USA,18
17-06-2025,P0141,USA,21
24-06-2025,P0141,USA,21
20-05-2025,P0142,Indonesia,6
27-05-2025,P0142,Indonesia,4
03-06-2025,P0142,Indonesia,7
10-06-2025,P0142,Indonesia,3
17-06-2025,P0142,Indonesia,3
24-06-2025,P0142,Indonesia,5
20-05-2025,P0143,Thailand,19
27-05-2025,P0143,Thailand,18
03-06-2025,P0143,Thailand,21
10-06-2025,P0143,Thailand,21
17-06-2025,P0143,Thailand,22
24-06-2025,P0143,Thailand,18
20-05-2025,P0144,Brazil,15
27-05-2025,P0144,Brazil,15
03-06-2025,P0144,Brazil,13
10-06-2025,P0144,Brazil,14
17-06-2025,P0144,Brazil,17
24-06-2025,P0144,Brazil,15
20-05-2025,P0145,China,10
27-05-2025,P0145,China,11
03-06-2025,P0145,China,11
10-06-2025,P0145,China,12
17-06-2025,P0145,China,8
24-06-2025,P0145,China,9
20-05-2025,P0146,South Korea,20
27-05-2025,P0146,South Korea,21
03-06-2025,P0146,South Korea,22
10-06-2025,P0146,South Korea,18
17-06-2025,P0146,South Korea,22
24-06-2025,P0146,South Korea,21
20-05-2025,P0147,USA,9
27-05-2025,P0147,USA,8
03-06-2025,P0147,USA,11
10-06-2025,P0147,USA,11
17-06-2025,P0147,USA,8
24-06-2025,P0147,USA,12
20-05-2025,P0148,India,13
27-05-2025,P0148,India,13
03-06-2025,P0148,India,15
10-06-2025,P0148,India,17
17-06-2025,P0148,India,17
24-06-2025,P0148,India,15
20-05-2025,P0149,India,7
27-05-2025,P0149,India,7
03-06-2025,P0149,India,4
10-06-2025,P0149,India,3
17-06-2025,P0149,India,6
24-06-2025,P0149,India,3
20-05-2025,P0150,Pakistan,16
27-05-2025,P0150,Pakistan,14
03-06-2025,P0150,Pakistan,15
10-06-2025,P0150,Pakistan,15
17-06-2025,P0150,Pakistan,16
24-06-2025,P0150,Pakistan,15
20-05-2025,P0151,Vietnam,17
27-05-2025,P0151,Vietnam,14
03-06-2025,P0151,Vietnam,14
10-06-2025,P0151,Vietnam,14
17-06-2025,P0151,Vietnam,14
24-06-2025,P0151,Vietnam,13
20-05-2025,P0152,USA,5
27-05-2025,P0152,USA,7
03-06-2025,P0152,USA,4
10-06-2025,P0152,USA,5
17-06-2025,P0152,USA,4
24-06-2025,P0152,USA,3
20-05-2025,P0153,China,18
27-05-2025,P0153,China,20
03-06-2025,P0153,China,19
10-06-2025,P0153,China,21
17-06-2025,P0153,China,20
24-06-2025,P0153,China,21
20-05-2025,P0154,India,5
27-05-2025,P0154,India,6
03-06-2025,P0154,India,5
10-06-2025,P0154,India,4
17-06-2025,P0154,India,7
24-06-2025,P0154,India,4
20-05-2025,P0155,India,11
27-05-2025,P0155,India,12
03-06-2025,P0155,India,12
10-06-2025,P0155,India,10
17-06-2025,P0155,India,12
24-06-2025,P0155,India,10
20-05-2025,P0156,Germany,20
27-05-2025,P0156,Germany,20
03-06-2025,P0156,Germany,20
10-06-2025,P0156,Germany,19
17-06-2025,P0156,Germany,21
24-06-2025,P0156,Germany,22
20-05-2025,P0157,Vietnam,7
27-05-2025,P0157,Vietnam,6
03-06-2025,P0157,Vietnam,4
10-06-2025,P0157,Vietnam,5
17-06-2025,P0157,Vietnam,3
24-06-2025,P0157,Vietnam,6
20-05-2025,P0158,India,19
27-05-2025,P0158,India,19
03-06-2025,P0158,India,18
10-06-2025,P0158,India,22
17-06-2025,P0158,India,18
24-06-2025,P0158,India,22
20-05-2025,P0159,China,10
27-05-2025,P0159,China,12
03-06-2025,P0159,China,11
10-06-2025,P0159,China,12
17-06-2025,P0159,China,10
24-06-2025,P0159,China,11
20-05-2025,P0160,China,6
27-05-2025,P0160,China,5
03-06-2025,P0160,China,5
10-06-2025,P0160,China,5
17-06-2025,P0160,China,5
24-06-2025,P0160,China,7
20-05-2025,P0161,Bangladesh,18
27-05-2025,P0161,Bangladesh,22
03-06-2025,P0161,Bangladesh,19
10-06-2025,P0161,Bangladesh,18
17-06-2025,P0161,Bangladesh,22
24-06-2025,P0161,Bangladesh,20
20-05-2025,P0162,USA,16
27-05-2025,P0162,USA,13
03-06-2025,P0162,USA,17
10-06-2025,P0162,USA,17
17-06-2025,P0162,USA,17
24-06-2025,P0162,USA,13
20-05-2025,P0163,USA,21
27-05-2025,P0163,USA,22
03-06-2025,P0163,USA,20
10-06-2025,P0163,USA,20
17-06-2025,P0163,USA,18
24-06-2025,P0163,USA,21
20-05-2025,P0164,Germany,6
27-05-2025,P0164,Germany,7
03-06-2025,P0164,Germany,7
10-06-2025,P0164,Germany,6
17-06-2025,P0164,Germany,6
24-06-2025,P0164,Germany,5
20-05-2025,P0165,USA,14
27-05-2025,P0165,USA,15
03-06-2025,P0165,USA,15
10-06-2025,P0165,USA,14
17-06-2025,P0165,USA,14
24-06-2025,P0165,USA,17
20-05-2025,P0166,Vietnam,12
27-05-2025,P0166,Vietnam,12
03-06-2025,P0166,Vietnam,12
10-06-2025,P0166,Vietnam,11
17-06-2025,P0166,Vietnam,12
24-06-2025,P0166,Vietnam,12
20-05-2025,P0167,USA,17
27-05-2025,P0167,USA,17
03-06-2025,P0167,USA,16
10-06-2025,P0167,USA,14
17-06-2025,P0167,USA,14
24-06-2025,P0167,USA,15
20-05-2025,P0168,Argentina,11
27-05-2025,P0168,Argentina,11
03-06-2025,P0168,Argentina,11
10-06-2025,P0168,Argentina,9
17-06-2025,P0168,Argentina,11
24-06-2025,P0168,Argentina,9
20-05-2025,P0169,Thailand,10
27-05-2025,P0169,Thailand,8
03-06-2025,P0169,Thailand,9
10-06-2025,P0169,Thailand,9
17-06-2025,P0169,Thailand,12
24-06-2025,P0169,Thailand,8
20-05-2025,P0170,Germany,8
27-05-2025,P0170,Germany,11
03-06-2025,P0170,Germany,8
10-06-2025,P0170,Germany,8
17-06-2025,P0170,Germany,12
24-06-2025,P0170,Germany,9
20-05-2025,P0171,USA,15
27-05-2025,P0171,USA,13
03-06-2025,P0171,USA,17
10-06-2025,P0171,USA,17
17-06-2025,P0171,USA,15
24-06-2025,P0171,USA,14
20-05-2025,P0172,Mexico,12
27-05-2025,P0172,Mexico,8
03-06-2025,P0172,Mexico,12
10-06-2025,P0172,Mexico,8
17-06-2025,P0172,Mexico,10
24-06-2025,P0172,Mexico,12
20-05-2025,P0173,Vietnam,10
27-05-2025,P0173,Vietnam,10
03-06-2025,P0173,Vietnam,9
10-06-2025,P0173,Vietnam,8
17-06-2025,P0173,Vietnam,9
24-06-2025,P0173,Vietnam,10
20-05-2025,P0174,Brazil,19
27-05-2025,P0174,Brazil,19
03-06-2025,P0174,Brazil,19
10-06-2025,P0174,Brazil,21
17-06-2025,P0174,Brazil,20
24-06-2025,P0174,Brazil,19
20-05-2025,P0175,Germany,15
27-05-2025,P0175,Germany,14
03-06-2025,P0175,Germany,17
10-06-2025,P0175,Germany,13
17-06-2025,P0175,Germany,13
24-06-2025,P0175,Germany,14
20-05-2025,P0176,India,16
27-05-2025,P0176,India,17
03-06-2025,P0176,India,16
10-06-2025,P0176,India,16
17-06-2025,P0176,India,13
24-06-2025,P0176,India,17
20-05-2025,P0177,USA,9
27-05-2025,P0177,USA,9
03-06-2025,P0177,USA,12
10-06-2025,P0177,USA,12
17-06-2025,P0177,USA,8
24-06-2025,P0177,USA,9
20-05-2025,P0178,China,6
27-05-2025,P0178,China,7
03-06-2025,P0178,China,6
10-06-2025,P0178,China,3
17-06-2025,P0178,China,5
24-06-2025,P0178,China,6
20-05-2025,P0179,China,12
27-05-2025,P0179,China,9
03-06-2025,P0179,China,9
10-06-2025,P0179,China,9
17-06-2025,P0179,China,9
24-06-2025,P0179,China,11
20-05-2025,P0180,USA,18
27-05-2025,P0180,USA,18
03-06-2025,P0180,USA,22
10-06-2025,P0180,USA,18
17-06-2025,P0180,USA,22
24-06-2025,P0180,USA,19
20-05-2025,P0181,Germany,20
27-05-2025,P0181,Germany,19
03-06-2025,P0181,Germany,19
10-06-2025,P0181,Germany,22
17-06-2025,P0181,Germany,19
24-06-2025,P0181,Germany,22
20-05-2025,P0182,Bangladesh,15
27-05-2025,P0182,Bangladesh,13
03-06-2025,P0182,Bangladesh,16
10-06-2025,P0182,Bangladesh,14
17-06-2025,P0182,Bangladesh,17
24-06-2025,P0182,Bangladesh,14
20-05-2025,P0183,Germany,20
27-05-2025,P0183,Germany,18
03-06-2025,P0183,Germany,20
10-06-2025,P0183,Germany,18
17-06-2025,P0183,Germany,19
24-06-2025,P0183,Germany,22
20-05-2025,P0184,Mexico,16
27-05-2025,P0184,Mexico,13
03-06-2025,P0184,Mexico,14
10-06-2025,P0184,Mexico,13
17-06-2025,P0184,Mexico,13
24-06-2025,P0184,Mexico,17
20-05-2025,P0185,USA,4
27-05-2025,P0185,USA,7
03-06-2025,P0185,USA,3
10-06-2025,P0185,USA,5
17-06-2025,P0185,USA,6
24-06-2025,P0185,USA,5
20-05-2025,P0186,Thailand,7
27-05-2025,P0186,Thailand,5
03-06-2025,P0186,Thailand,3
10-06-2025,P0186,Thailand,5
17-06-2025,P0186,Thailand,3
24-06-2025,P0186,Thailand,5
20-05-2025,P0187,Bangladesh,6
27-05-2025,P0187,Bangladesh,6
03-06-2025,P0187,Bangladesh,3
10-06-2025,P0187,Bangladesh,4
17-06-2025,P0187,Bangladesh,3
24-06-2025,P0187,Bangladesh,4
20-05-2025,P0188,Germany,5
27-05-2025,P0188,Germany,7
03-06-2025,P0188,Germany,7
10-06-2025,P0188,Germany,3
17-06-2025,P0188,Germany,6
24-06-2025,P0188,Germany,6
20-05-2025,P0189,China,15
27-05-2025,P0189,China,14
03-06-2025,P0189,China,17
10-06-2025,P0189,China,16
17-06-2025,P0189,China,17
24-06-2025,P0189,China,16
20-05-2025,P0190,India,22
27-05-2025,P0190,India,19
03-06-2025,P0190,India,20
10-06-2025,P0190,India,20
17-06-2025,P0190,India,19
24-06-2025,P0190,India,22
20-05-2025,P0191,South Korea,6
27-05-2025,P0191,South Korea,4
03-06-2025,P0191,South Korea,7
10-06-2025,P0191,South Korea,7
17-06-2025,P0191,South Korea,5
24-06-2025,P0191,South Korea,3
20-05-2025,P0192,Pakistan,8
27-05-2025,P0192,Pakistan,11
03-06-2025,P0192,Pakistan,8
10-06-2025,P0192,Pakistan,10
17-06-2025,P0192,Pakistan,8
24-06-2025,P0192,Pakistan,12
20-05-2025,P0193,Vietnam,18
27-05-2025,P0193,Vietnam,18
03-06-2025,P0193,Vietnam,18
10-06-2025,P0193,Vietnam,19
17-06-2025,P0193,Vietnam,19
24-06-2025,P0193,Vietnam,20
20-05-2025,P0194,Germany,10
27-05-2025,P0194,Germany,10
03-06-2025,P0194,Germany,12
10-06-2025,P0194,Germany,12
17-06-2025,P0194,Germany,12
24-06-2025,P0194,Germany,11
20-05-2025,P0195,Germany,19
27-05-2025,P0195,Germany,21
03-06-2025,P0195,Germany,22
10-06-2025,P0195,Germany,19
17-06-2025,P0195,Germany,18
24-06-2025,P0195,Germany,21
20-05-2025,P0196,Vietnam,15
27-05-2025,P0196,Vietnam,17
03-06-2025,P0196,Vietnam,13
10-06-2025,P0196,Vietnam,17
17-06-2025,P0196,Vietnam,17
24-06-2025,P0196,Vietnam,13
20-05-2025,P0197,South Korea,9
27-05-2025,P0197,South Korea,12
03-06-2025,P0197,South Korea,8
10-06-2025,P0197,South Korea,9
17-06-2025,P0197,South Korea,12
24-06-2025,P0197,South Korea,9
20-05-2025,P0198,Pakistan,21
27-05-2025,P0198,Pakistan,21
03-06-2025,P0198,Pakistan,21
10-06-2025,P0198,Pakistan,22
17-06-2025,P0198,Pakistan,18
24-06-2025,P0198,Pakistan,18
20-05-2025,P0199,Argentina,5
27-05-2025,P0199,Argentina,6
03-06-2025,P0199,Argentina,4
10-06-2025,P0199,Argentina,3
17-06-2025,P0199,Argentina,7
24-06-2025,P0199,Argentina,5
20-05-2025,P0200,USA,12
27-05-2025,P0200,USA,10
03-06-2025,P0200,USA,11
10-06-2025,P0200,USA,12
17-06-2025,P0200,USA,9
24-06-2025,P0200,USA,9
20-05-2025,P0201,China,12
27-05-2025,P0201,China,10
03-06-2025,P0201,China,11
10-06-2025,P0201,China,8
17-06-2025,P0201,China,10
24-06-2025,P0201,China,12
20-05-2025,P0202,Bangladesh,16
27-05-2025,P0202,Bangladesh,13
03-06-2025,P0202,Bangladesh,13
10-06-2025,P0202,Bangladesh,15
17-06-2025,P0202,Bangladesh,16
24-06-2025,P0202,Bangladesh,16
20-05-2025,P0203,USA,18
27-05-2025,P0203,USA,19
03-06-2025,P0203,USA,19
10-06-2025,P0203,USA,21
17-06-2025,P0203,USA,20
24-06-2025,P0203,USA,19
20-05-2025,P0204,USA,18
27-05-2025,P0204,USA,22
03-06-2025,P0204,USA,19
10-06-2025,P0204,USA,19
17-06-2025,P0204,USA,20
24-06-2025,P0204,USA,19
20-05-2025,P0205,USA,14
27-05-2025,P0205,USA,15
03-06-2025,P0205,USA,16
10-06-2025,P0205,USA,15
17-06-2025,P0205,USA,14
24-06-2025,P0205,USA,17
20-05-2025,P0206,USA,4
27-05-2025,P0206,USA,3
03-06-2025,P0206,USA,7
10-06-2025,P0206,USA,5
17-06-2025,P0206,USA,3
24-06-2025,P0206,USA,4
20-05-2025,P0207,Bangladesh,10
27-05-2025,P0207,Bangladesh,10
03-06-2025,P0207,Bangladesh,12
10-06-2025,P0207,Bangladesh,11
17-06-2025,P0207,Bangladesh,11
24-06-2025,P0207,Bangladesh,12
20-05-2025,P0208,USA,10
27-05-2025,P0208,USA,11
03-06-2025,P0208,USA,9
10-06-2025,P0208,USA,9
17-06-2025,P0208,USA,10
24-06-2025,P0208,USA,11
20-05-2025,P0209,China,4
27-05-2025,P0209,China,4
03-06-2025,P0209,China,4
10-06-2025,P0209,China,7
17-06-2025,P0209,China,3
24-06-2025,P0209,China,3
20-05-2025,P0210,South Korea,17
27-05-2025,P0210,South Korea,14
03-06-2025,P0210,South Korea,15
10-06-2025,P0210,South Korea,15
17-06-2025,P0210,South Korea,13
24-06-2025,P0210,South Korea,16
20-05-2025,P0211,Thailand,19
27-05-2025,P0211,Thailand,22
03-06-2025,P0211,Thailand,22
10-06-2025,P0211,Thailand,22
17-06-2025,P0211,Thailand,19
24-06-2025,P0211,Thailand,21
20-05-2025,P0212,China,18
27-05-2025,P0212,China,19
03-06-2025,P0212,China,22
10-06-2025,P0212,China,20
17-06-2025,P0212,China,22
24-06-2025,P0212,China,18
20-05-2025,P0213,France,6
27-05-2025,P0213,France,3
03-06-2025,P0213,France,6
10-06-2025,P0213,France,4
17-06-2025,P0213,France,3
24-06-2025,P0213,France,7
20-05-2025,P0214,South Korea,14
27-05-2025,P0214,South Korea,15
03-06-2025,P0214,South Korea,15
10-06-2025,P0214,South Korea,17
17-06-2025,P0214,South Korea,17
24-06-2025,P0214,South Korea,16
20-05-2025,P0215,USA,6
27-05-2025,P0215,USA,7
03-06-2025,P0215,USA,4
10-06-2025,P0215,USA,6
17-06-2025,P0215,USA,4
24-06-2025,P0215,USA,5
20-05-2025,P0216,India,6
27-05-2025,P0216,India,5
03-06-2025,P0216,India,4
10-06-2025,P0216,India,7
17-06-2025,P0216,India,7
24-06-2025,P0216,India,6
20-05-2025,P0217,Vietnam,12
27-05-2025,P0217,Vietnam,11
03-06-2025,P0217,Vietnam,12
10-06-2025,P0217,Vietnam,8
17-06-2025,P0217,Vietnam,12
24-06-2025,P0217,Vietnam,11
20-05-2025,P0218,USA,8
27-05-2025,P0218,USA,12
03-06-2025,P0218,USA,8
10-06-2025,P0218,USA,12
17-06-2025,P0218,USA,12
24-06-2025,P0218,USA,12
20-05-2025,P0219,India,9
27-05-2025,P0219,India,12
03-06-2025,P0219,India,12
10-06-2025,P0219,India,10
17-06-2025,P0219,India,9
24-06-2025,P0219,India,10
20-05-2025,P0220,China,12
27-05-2025,P0220,China,9
03-06-2025,P0220,China,11
10-06-2025,P0220,China,9
17-06-2025,P0220,China,12
24-06-2025,P0220,China,12
20-05-2025,P0221,Bangladesh,12
27-05-2025,P0221,Bangladesh,10
03-06-2025,P0221,Bangladesh,11
10-06-2025,P0221,Bangladesh,9
17-06-2025,P0221,Bangladesh,11
24-06-2025,P0221,Bangladesh,11
20-05-2025,P0222,France,7
27-05-2025,P0222,France,7
03-06-2025,P0222,France,5
10-06-2025,P0222,France,7
17-06-2025,P0222,France,6
24-06-2025,P0222,France,3
20-05-2025,P0223,China,22
27-05-2025,P0223,China,18
03-06-2025,P0223,China,21
10-06-2025,P0223,China,21
17-06-2025,P0223,China,22
24-06-2025,P0223,China,21
20-05-2025,P0224,USA,5
27-05-2025,P0224,USA,3
03-06-2025,P0224,USA,4
10-06-2025,P0224,USA,5
17-06-2025,P0224,USA,6
24-06-2025,P0224,USA,6
20-05-2025,P0225,China,4
27-05-2025,P0225,China,4
03-06-2025,P0225,China,4
10-06-2025,P0225,China,6
17-06-2025,P0225,China,7
24-06-2025,P0225,China,3
20-05-2025,P0226,India,15
27-05-2025,P0226,India,14
03-06-2025,P0226,India,14
10-06-2025,P0226,India,13
17-06-2025,P0226,India,13
24-06-2025,P0226,India,13
20-05-2025,P0227,Germany,13
27-05-2025,P0227,Germany,13
03-06-2025,P0227,Germany,13
10-06-2025,P0227,Germany,13
17-06-2025,P0227,Germany,14
24-06-2025,P0227,Germany,13
20-05-2025,P0228,Brazil,13
27-05-2025,P0228,Brazil,15
03-06-2025,P0228,Brazil,16
10-06-2025,P0228,Brazil,14
17-06-2025,P0228,Brazil,15
24-06-2025,P0228,Brazil,16
20-05-2025,P0229,China,3
27-05-2025,P0229,China,4
03-06-2025,P0229,China,4
10-06-2025,P0229,China,6
17-06-2025,P0229,China,4
24-06-2025,P0229,China,6
20-05-2025,P0230,Germany,15
27-05-2025,P0230,Germany,14
03-06-2025,P0230,Germany,15
10-06-2025,P0230,Germany,15
17-06-2025,P0230,Germany,16
24-06-2025,P0230,Germany,16
20-05-2025,P0231,USA,15
27-05-2025,P0231,USA,16
03-06-2025,P0231,USA,16
10-06-2025,P0231,USA,13
17-06-2025,P0231,USA,17
24-06-2025,P0231,USA,13
20-05-2025,P0232,China,16
27-05-2025,P0232,China,14
03-06-2025,P0232,China,13
10-06-2025,P0232,China,16
17-06-2025,P0232,China,13
24-06-2025,P0232,China,13
20-05-2025,P0233,China,12
27-05-2025,P0233,China,10
03-06-2025,P0233,China,11
10-06-2025,P0233,China,10
17-06-2025,P0233,China,9
24-06-2025,P0233,China,12
20-05-2025,P0234,India,4
27-05-2025,P0234,India,6
03-06-2025,P0234,India,7
10-06-2025,P0234,India,7
17-06-2025,P0234,India,5
24-06-2025,P0234,India,5
20-05-2025,P0235,China,19
27-05-2025,P0235,China,19
03-06-2025,P0235,China,18
10-06-2025,P0235,China,18
17-06-2025,P0235,China,18
24-06-2025,P0235,China,21
20-05-2025,P0236,Malaysia,14
27-05-2025,P0236,Malaysia,17
03-06-2025,P0236,Malaysia,13
10-06-2025,P0236,Malaysia,15
17-06-2025,P0236,Malaysia,14
24-06-2025,P0236,Malaysia,14
20-05-2025,P0237,China,17
27-05-2025,P0237,China,15
03-06-2025,P0237,China,14
10-06-2025,P0237,China,17
17-06-2025,P0237,China,14
24-06-2025,P0237,China,15
20-05-2025,P0238,USA,7
27-05-2025,P0238,USA,6
03-06-2025,P0238,USA,3
10-06-2025,P0238,USA,3
17-06-2025,P0238,USA,6
24-06-2025,P0238,USA,7
20-05-2025,P0239,USA,13
27-05-2025,P0239,USA,14
03-06-2025,P0239,USA,17
10-06-2025,P0239,USA,13
17-06-2025,P0239,USA,14
24-06-2025,P0239,USA,16
20-05-2025,P0240,India,14
27-05-2025,P0240,India,14
03-06-2025,P0240,India,13
10-06-2025,P0240,India,17
17-06-2025,P0240,India,16
24-06-2025,P0240,India,13
20-05-2025,P0241,South Korea,10
27-05-2025,P0241,South Korea,8
03-06-2025,P0241,South Korea,12
10-06-2025,P0241,South Korea,10
17-06-2025,P0241,South Korea,9
24-06-2025,P0241,South Korea,12
20-05-2025,P0242,USA,11
27-05-2025,P0242,USA,11
03-06-2025,P0242,USA,8
10-06-2025,P0242,USA,12
17-06-2025,P0242,USA,12
24-06-2025,P0242,USA,9
20-05-2025,P0243,India,5
27-05-2025,P0243,India,7
03-06-2025,P0243,India,7
10-06-2025,P0243,India,7
17-06-2025,P0243,India,3
24-06-2025,P0243,India,6
20-05-2025,P0244,Vietnam,5
27-05-2025,P0244,Vietnam,7
03-06-2025,P0244,Vietnam,5
10-06-2025,P0244,Vietnam,4
17-06-2025,P0244,Vietnam,5
24-06-2025,P0244,Vietnam,7
20-05-2025,P0245,India,16
27-05-2025,P0245,India,17
03-06-2025,P0245,India,14
10-06-2025,P0245,India,17
17-06-2025,P0245,India,16
24-06-2025,P0245,India,17
20-05-2025,P0246,Vietnam,22
27-05-2025,P0246,Vietnam,21
03-06-2025,P0246,Vietnam,21
10-06-2025,P0246,Vietnam,19
17-06-2025,P0246,Vietnam,18
24-06-2025,P0246,Vietnam,21
20-05-2025,P0247,Argentina,22
27-05-2025,P0247,Argentina,18
03-06-2025,P0247,Argentina,22
10-06-2025,P0247,Argentina,18
17-06-2025,P0247,Argentina,21
24-06-2025,P0247,Argentina,21
20-05-2025,P0248,China,10
27-05-2025,P0248,China,11
03-06-2025,P0248,China,10
10-06-2025,P0248,China,9
17-06-2025,P0248,China,11
24-06-2025,P0248,China,9
20-05-2025,P0249,China,7
27-05-2025,P0249,China,6
03-06-2025,P0249,China,3
10-06-2025,P0249,China,7
17-06-2025,P0249,China,6
24-06-2025,P0249,China,3
20-05-2025,P0250,Bangladesh,10
27-05-2025,P0250,Bangladesh,10
03-06-2025,P0250,Bangladesh,8
10-06-2025,P0250,Bangladesh,10
17-06-2025,P0250,Bangladesh,8
24-06-2025,P0250,Bangladesh,11
20-05-2025,P0251,Mexico,4
27-05-2025,P0251,Mexico,7
03-06-2025,P0251,Mexico,3
10-06-2025,P0251,Mexico,6
17-06-2025,P0251,Mexico,7
24-06-2025,P0251,Mexico,6
20-05-2025,P0252,USA,13
27-05-2025,P0252,USA,13
03-06-2025,P0252,USA,13
10-06-2025,P0252,USA,15
17-06-2025,P0252,USA,16
24-06-2025,P0252,USA,15
20-05-2025,P0253,Vietnam,21
27-05-2025,P0253,Vietnam,19
03-06-2025,P0253,Vietnam,19
10-06-2025,P0253,Vietnam,21
17-06-2025,P0253,Vietnam,18
24-06-2025,P0253,Vietnam,20
20-05-2025,P0254,USA,9
27-05-2025,P0254,USA,12
03-06-2025,P0254,USA,10
10-06-2025,P0254,USA,12
17-06-2025,P0254,USA,12
24-06-2025,P0254,USA,8
20-05-2025,P0255,USA,20
27-05-2025,P0255,USA,18
03-06-2025,P0255,USA,19
10-06-2025,P0255,USA,22
17-06-2025,P0255,USA,22
24-06-2025,P0255,USA,22
20-05-2025,P0256,China,18
27-05-2025,P0256,China,20
03-06-2025,P0256,China,18
10-06-2025,P0256,China,21
17-06-2025,P0256,China,21
24-06-2025,P0256,China,21
20-05-2025,P0257,China,14
27-05-2025,P0257,China,16
03-06-2025,P0257,China,14
10-06-2025,P0257,China,16
17-06-2025,P0257,China,14
24-06-2025,P0257,China,16
20-05-2025,P0258,Germany,15
27-05-2025,P0258,Germany,14
03-06-2025,P0258,Germany,13
10-06-2025,P0258,Germany,15
17-06-2025,P0258,Germany,13
24-06-2025,P0258,Germany,15
20-05-2025,P0259,Indonesia,11
27-05-2025,P0259,Indonesia,10
03-06-2025,P0259,Indonesia,10
10-06-2025,P0259,Indonesia,9
17-06-2025,P0259,Indonesia,11
24-06-2025,P0259,Indonesia,12
20-05-2025,P0260,Vietnam,8
27-05-2025,P0260,Vietnam,8
03-06-2025,P0260,Vietnam,11
10-06-2025,P0260,Vietnam,8
17-06-2025,P0260,Vietnam,10
24-06-2025,P0260,Vietnam,8
20-05-2025,P0261,Mexico,16
27-05-2025,P0261,Mexico,14
03-06-2025,P0261,Mexico,15
10-06-2025,P0261,Mexico,17
17-06-2025,P0261,Mexico,16
24-06-2025,P0261,Mexico,15
20-05-2025,P0262,Vietnam,10
27-05-2025,P0262,Vietnam,12
03-06-2025,P0262,Vietnam,12
10-06-2025,P0262,Vietnam,8
17-06-2025,P0262,Vietnam,9
24-06-2025,P0262,Vietnam,11
20-05-2025,P0263,USA,11
27-05-2025,P0263,USA,9
03-06-2025,P0263,USA,12
10-06-2025,P0263,USA,12
17-06-2025,P0263,USA,11
24-06-2025,P0263,USA,10
20-05-2025,P0264,USA,7
27-05-2025,P0264,USA,5
03-06-2025,P0264,USA,5
10-06-2025,P0264,USA,3
17-06-2025,P0264,USA,6
24-06-2025,P0264,USA,7
20-05-2025,P0265,Bangladesh,19
27-05-2025,P0265,Bangladesh,20
03-06-2025,P0265,Bangladesh,21
10-06-2025,P0265,Bangladesh,19
17-06-2025,P0265,Bangladesh,20
24-06-2025,P0265,Bangladesh,19
20-05-2025,P0266,Malaysia,20
27-05-2025,P0266,Malaysia,18
03-06-2025,P0266,Malaysia,21
10-06-2025,P0266,Malaysia,18
17-06-2025,P0266,Malaysia,18
24-06-2025,P0266,Malaysia,19
20-05-2025,P0267,India,16
27-05-2025,P0267,India,13
03-06-2025,P0267,India,13
10-06-2025,P0267,India,17
17-06-2025,P0267,India,14
24-06-2025,P0267,India,14
20-05-2025,P0268,Vietnam,8
27-05-2025,P0268,Vietnam,9
03-06-2025,P0268,Vietnam,10
10-06-2025,P0268,Vietnam,11
17-06-2025,P0268,Vietnam,9
24-06-2025,P0268,Vietnam,10
20-05-2025,P0269,Malaysia,4
27-05-2025,P0269,Malaysia,6
03-06-2025,P0269,Malaysia,7
10-06-2025,P0269,Malaysia,6
17-06-2025,P0269,Malaysia,7
24-06-2025,P0269,Malaysia,3
20-05-2025,P0270,Thailand,16
27-05-2025,P0270,Thailand,15
03-06-2025,P0270,Thailand,15
10-06-2025,P0270,Thailand,13
17-06-2025,P0270,Thailand,16
24-06-2025,P0270,Thailand,14
20-05-2025,P0271,India,22
27-05-2025,P0271,India,20
03-06-2025,P0271,India,19
10-06-2025,P0271,India,22
17-06-2025,P0271,India,22
24-06-2025,P0271,India,18
20-05-2025,P0272,Vietnam,16
27-05-2025,P0272,Vietnam,15
03-06-2025,P0272,Vietnam,16
10-06-2025,P0272,Vietnam,14
17-06-2025,P0272,Vietnam,17
24-06-2025,P0272,Vietnam,17
20-05-2025,P0273,Malaysia,12
27-05-2025,P0273,Malaysia,9
03-06-2025,P0273,Malaysia,11
10-06-2025,P0273,Malaysia,12
17-06-2025,P0273,Malaysia,11
24-06-2025,P0273,Malaysia,12
20-05-2025,P0274,Pakistan,9
27-05-2025,P0274,Pakistan,9
03-06-2025,P0274,Pakistan,10
10-06-2025,P0274,Pakistan,10
17-06-2025,P0274,Pakistan,12
24-06-2025,P0274,Pakistan,11
20-05-2025,P0275,South Korea,14
27-05-2025,P0275,South Korea,13
03-06-2025,P0275,South Korea,17
10-06-2025,P0275,South Korea,16
17-06-2025,P0275,South Korea,15
24-06-2025,P0275,South Korea,16
20-05-2025,P0276,China,15
27-05-2025,P0276,China,14
03-06-2025,P0276,China,15
10-06-2025,P0276,China,16
17-06-2025,P0276,China,14
24-06-2025,P0276,China,17
20-05-2025,P0277,USA,11
27-05-2025,P0277,USA,11
